Actual
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
0.7672885
