epoch,train_loss,valid_loss,valid_mse,valid_mae,time
59,0.10255539386180008,0.3857378709655361,0.3661070764064789,0.38573792576789856,00:08
60,0.1020523192450885,0.3862803866931072,0.3676525950431824,0.38628047704696655,00:04
61,0.10165227599237452,0.3865757915071116,0.367676317691803,0.3865758180618286,00:07
62,0.10130061878049093,0.38692671293763675,0.36814460158348083,0.38692665100097656,00:07
63,0.10081299564931949,0.38742559320295406,0.3690120577812195,0.3874255120754242,00:08
64,0.10051662757250066,0.3874991879786652,0.36903759837150574,0.3874990940093994,00:06
65,0.1001105253344846,0.388304713142779,0.3699191212654114,0.388304740190506,00:08
66,0.09978438453413886,0.38854579800328226,0.37061405181884766,0.38854584097862244,00:07
67,0.09942277685170603,0.38917126812089714,0.371127188205719,0.3891712725162506,00:05
68,0.09909456869982274,0.3893405104622538,0.3718188405036926,0.38934049010276794,00:07
69,0.09878454465731124,0.3893738460749453,0.37143513560295105,0.38937389850616455,00:08
70,0.09845274546573296,0.3899515351477024,0.3720491826534271,0.3899514079093933,00:07
71,0.09820574345452182,0.3900753897702407,0.372423380613327,0.3900754153728485,00:06
72,0.09790635661525023,0.3905796977571116,0.3733389973640442,0.3905796706676483,00:07
73,0.09765401096528978,0.39103532720185996,0.37429288029670715,0.39103513956069946,00:07
74,0.09738936135462144,0.3915421567286652,0.3746353089809418,0.39154213666915894,00:05
75,0.0971640414974252,0.39174746991247267,0.37513723969459534,0.3917473554611206,00:07
76,0.0969242144121385,0.3923927277078775,0.3760374188423157,0.39239266514778137,00:07
77,0.09672608487741363,0.3924366195979212,0.3761720359325409,0.3924366235733032,00:07
78,0.09651163113435421,0.3926624042669584,0.3760257065296173,0.3926624059677124,00:04
79,0.09632662105540743,0.39293849152078775,0.37668126821517944,0.392938494682312,00:07
80,0.09614555253596647,0.3932704800328228,0.37723392248153687,0.3932705223560333,00:08
81,0.095980142952566,0.39345874076859955,0.3775065243244171,0.393458753824234,00:04
82,0.09582897591903147,0.39379931961159736,0.3779062330722809,0.3937993049621582,00:08
83,0.09568391079159219,0.39378192525984684,0.3777773678302765,0.39378201961517334,00:08
84,0.09555055588722201,0.3942397343408096,0.3787614107131958,0.3942395746707916,00:08
85,0.0954327311565128,0.39427439483041576,0.37856465578079224,0.39427444338798523,00:08
86,0.09532048612891529,0.39444944953501093,0.3788614869117737,0.3944494426250458,00:08
87,0.09522033761152539,0.3946245897155361,0.3791423738002777,0.3946245610713959,00:07
88,0.09513104090134124,0.39478489982221004,0.37939897179603577,0.3947848975658417,00:05
89,0.09504750988437252,0.3948721707467177,0.3794988989830017,0.39487215876579285,00:08
90,0.09497531711026547,0.3950373957193654,0.379756897687912,0.39503738284111023,00:08
91,0.09491106468289431,0.39502842074671773,0.37971553206443787,0.39502832293510437,00:05
92,0.09485302861706686,0.39511727297592997,0.37985098361968994,0.39511728286743164,00:07
93,0.09480316180887222,0.39516031010667396,0.3799230456352234,0.39516016840934753,00:06
94,0.09476085621374052,0.3952059115153173,0.380001962184906,0.39520585536956787,00:07
95,0.09472571839106772,0.3952401873632385,0.3800438940525055,0.3952401578426361,00:05
96,0.09469736205371532,0.3952249726477024,0.38002485036849976,0.39522501826286316,00:09
97,0.09467588019673519,0.39524074295678335,0.38004234433174133,0.39524075388908386,00:07
98,0.094661065369627,0.3952589065919037,0.38007208704948425,0.39525893330574036,00:04
99,0.09465279596347681,0.39525535934080963,0.3800640106201172,0.39525535702705383,00:08
