epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,time
0,0.1156831547318469,0.08436979976080362,0.08436980098485947,0.2904647886753082,0.256432443857193,-3.5518674850463867,00:03
1,0.016982834655749075,0.051639084675984874,0.05163908004760742,0.2272423356771469,0.18277306854724884,-1.7860000133514404,00:02
2,0.004820844019227377,0.024177581439695364,0.024177581071853638,0.1554914265871048,0.07760395854711533,-0.3044137954711914,00:02
3,0.0026883130639587744,0.02334119500765335,0.023341195657849312,0.1527782529592514,0.0790204331278801,-0.25928962230682373,00:02
4,0.0017004900154475719,0.024098537438211505,0.024098539724946022,0.15523704886436462,0.08109266310930252,-0.3001493215560913,00:02
5,0.000991089091627944,0.02497056306229872,0.024970563128590584,0.1580207645893097,0.07966751605272293,-0.3471963405609131,00:03
6,0.0006176244404984232,0.025199912992903684,0.02519991435110569,0.15874481201171875,0.0748724713921547,-0.35957014560699463,00:03
7,0.0004613602509626029,0.024839767172637993,0.02483976259827614,0.1576063483953476,0.07260797917842865,-0.34013962745666504,00:03
8,0.0003588276174168718,0.024402296135995545,0.024402298033237457,0.15621234476566315,0.07049227505922318,-0.31653761863708496,00:04
9,0.00026787374487371703,0.023893164559850584,0.023893164470791817,0.15457414090633392,0.06832718104124069,-0.28906917572021484,00:03
10,0.0001941247586016579,0.022932610531778946,0.022932613268494606,0.15143518149852753,0.0647202581167221,-0.23724615573883057,00:02
11,0.00014056847261942912,0.0221403273941872,0.022140325978398323,0.14879626035690308,0.06208617612719536,-0.19450116157531738,00:02
12,0.00010943454764559571,0.020744112539319952,0.020744115114212036,0.1440281718969345,0.059868406504392624,-0.11917352676391602,00:02
13,9.112198060902844e-05,0.020210277998497415,0.020210279151797295,0.14216285943984985,0.05902436003088951,-0.09037232398986816,00:02
14,8.053751324728109e-05,0.019960370300914656,0.019960369914770126,0.14128117263317108,0.05834444612264633,-0.07688939571380615,00:02
15,7.321827402266998e-05,0.019651232171444353,0.01965123414993286,0.14018285274505615,0.058450404554605484,-0.06021130084991455,00:02
16,6.877860470738795e-05,0.019513253954229703,0.01951325498521328,0.1396898478269577,0.05871507525444031,-0.052767038345336914,00:03
17,6.628250739874246e-05,0.01942627977082085,0.01942628063261509,0.13937819004058838,0.0585111640393734,-0.04807448387145996,00:03
18,6.381658903184775e-05,0.0196969920821787,0.019696993753314018,0.1403459757566452,0.058055732399225235,-0.06268000602722168,00:04
19,5.9430109483992705e-05,0.019645134141303738,0.01964513398706913,0.14016109704971313,0.057923462241888046,-0.05988204479217529,00:03
20,5.862759536212094e-05,0.01986962758973375,0.019869627431035042,0.14095966517925262,0.05798568204045296,-0.07199394702911377,00:02
21,5.324595162704022e-05,0.01926226744471802,0.019262267276644707,0.13878856599330902,0.057814836502075195,-0.03922593593597412,00:02
22,5.0317575552707036e-05,0.019709818973164133,0.019709818065166473,0.14039166271686554,0.05769524350762367,-0.06337177753448486,00:02
23,4.935355655199157e-05,0.01935621550727419,0.01935621351003647,0.13912661373615265,0.05675187334418297,-0.04429459571838379,00:02
24,4.347633421482792e-05,0.018859349474212663,0.018859349191188812,0.1373293399810791,0.05658804252743721,-0.01748800277709961,00:02
25,4.184927373834345e-05,0.019243817932238616,0.019243817776441574,0.13872209191322327,0.05639880150556564,-0.0382305383682251,00:03
26,4.196759087218985e-05,0.018940651666768088,0.018940653651952744,0.13762503862380981,0.05563603714108467,-0.021874427795410156,00:03
27,3.897976141823531e-05,0.01849725447849573,0.018497254699468613,0.13600461184978485,0.05529157817363739,0.0020473599433898926,00:03
28,3.796279035247777e-05,0.01837170819739084,0.018371706828475,0.13554227352142334,0.054498620331287384,0.008821070194244385,00:04
29,4.0145978711272266e-05,0.018400112035533066,0.01840011216700077,0.1356470137834549,0.054030537605285645,0.007288455963134766,00:03
30,3.8190895117709716e-05,0.018520397737113354,0.018520396202802658,0.13608966767787933,0.054068781435489655,0.0007989406585693359,00:02
31,3.425509311754264e-05,0.01835718629173064,0.018357185646891594,0.13548868894577026,0.05396292731165886,0.009604334831237793,00:02
32,3.7492408203194546e-05,0.018954407433109274,0.018954403698444366,0.1376749873161316,0.0571967214345932,-0.02261638641357422,00:03
33,3.166825523874343e-05,0.0186088127744205,0.018608814105391502,0.13641412556171417,0.05473228543996811,-0.003971099853515625,00:03
34,3.5897348024397135e-05,0.018298738455615263,0.018298737704753876,0.1352728307247162,0.05421202629804611,0.012757718563079834,00:02
35,3.044603588123215e-05,0.018512207908927502,0.01851220615208149,0.13605956733226776,0.05388379842042923,0.0012407898902893066,00:03
36,3.3606001993427867e-05,0.018513297691825196,0.01851329766213894,0.1360635757446289,0.05387348681688309,0.0011820197105407715,00:03
37,3.706003065210014e-05,0.018798257634624026,0.018798258155584335,0.1371067464351654,0.05455809831619263,-0.01419210433959961,00:04
38,3.074783147282795e-05,0.019168632054771758,0.019168630242347717,0.13845081627368927,0.05603496730327606,-0.03417408466339111,00:03
39,3.149488376291835e-05,0.018201610640610957,0.018201611936092377,0.1349133551120758,0.05716215446591377,0.0179978609085083,00:02
40,3.281738265641906e-05,0.018598143507292914,0.018598144873976707,0.13637502491474152,0.05405542999505997,-0.003395557403564453,00:02
41,3.3162955618408466e-05,0.018893509413968883,0.018893510103225708,0.13745366036891937,0.05470966547727585,-0.019330859184265137,00:02
42,2.8745266056120064e-05,0.01806794584261721,0.018067946657538414,0.13441705703735352,0.057289060205221176,0.025209367275238037,00:02
43,3.505999969848323e-05,0.018808771479694054,0.018808772787451744,0.13714508712291718,0.05446690693497658,-0.014759182929992676,00:02
44,3.0264175034517676e-05,0.019278742182819053,0.019278742372989655,0.13884790241718292,0.056977421045303345,-0.040114760398864746,00:03
45,3.377657660742539e-05,0.01861447745129475,0.018614476546645164,0.1364348828792572,0.05415879935026169,-0.004276633262634277,00:03
46,3.13691021567772e-05,0.01925752798620993,0.019257526844739914,0.13877148926258087,0.0567464679479599,-0.038969993591308594,00:03
47,3.552051565527101e-05,0.01889282189992604,0.01889282464981079,0.137451171875,0.0552678108215332,-0.019293904304504395,00:04
48,2.9803785646532246e-05,0.019190482567569465,0.019190482795238495,0.1385297179222107,0.057052966207265854,-0.03535318374633789,00:03
49,3.429088739225626e-05,0.018732744494621593,0.018732743337750435,0.13686761260032654,0.054749105125665665,-0.010657310485839844,00:02
50,3.6431415890570575e-05,0.018763636914179524,0.01876363717019558,0.13698042929172516,0.054505277425050735,-0.012324094772338867,00:03
51,3.1668900430931025e-05,0.018123447973618183,0.01812344789505005,0.13462336361408234,0.054127298295497894,0.022214949131011963,00:02
52,2.924495351371346e-05,0.018597949686844667,0.018597949296236038,0.13637429475784302,0.055032506585121155,-0.0033850669860839844,00:02
53,3.0568810706556475e-05,0.018705902191034116,0.018705904483795166,0.13676953315734863,0.055041130632162094,-0.009209394454956055,00:02
54,3.359156080178402e-05,0.01759565660809242,0.01759565807878971,0.13264863193035126,0.05509589612483978,0.05069005489349365,00:03
