epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,time
0,0.08813393215410942,0.1407384310741074,0.14073841273784637,0.3751511871814728,0.3495299518108368,-10.081785202026367,00:07
1,0.018099415429226395,0.04414532439779677,0.04414533078670502,0.21010790765285492,0.1743735373020172,-2.4760169982910156,00:07
2,0.002655383055508597,0.014109110817115016,0.014109110459685326,0.11878177523612976,0.0627628043293953,-0.11095583438873291,00:04
3,0.0006065355046242458,0.012103315695242613,0.012103314511477947,0.11001506447792053,0.05884592607617378,0.0469813346862793,00:07
4,0.0004956244628674039,0.012237332605575746,0.01223733276128769,0.11062248051166534,0.05973314493894577,0.036428630352020264,00:07
5,0.00045130433726392125,0.0121979040009376,0.012197905220091343,0.11044412851333618,0.06026758253574371,0.039533257484436035,00:07
6,0.00041101158524745247,0.011973414261028539,0.011973414570093155,0.10942310094833374,0.05963995307683945,0.05720961093902588,00:04
7,0.0003719852697019747,0.011505006158404746,0.0115050058811903,0.10726138949394226,0.059054892510175705,0.09409213066101074,00:07
8,0.00033356487920070986,0.01127949691105674,0.011279498226940632,0.10620498657226562,0.05776917561888695,0.11184883117675781,00:07
9,0.0002957709200820341,0.010857545249895479,0.010857544839382172,0.10419954359531403,0.05666828528046608,0.1450735330581665,00:07
10,0.00026021974858624265,0.010689896673549195,0.010689896531403065,0.10339196026325226,0.05507510527968407,0.15827423334121704,00:04
11,0.0002270813275953106,0.010355939134304246,0.010355939157307148,0.10176413506269455,0.05399591475725174,0.18457013368606567,00:07
12,0.00019874428917978303,0.010264032471398902,0.010264033451676369,0.1013115644454956,0.05266163870692253,0.19180679321289062,00:07
13,0.00017754991941725605,0.010219857842201972,0.010219857096672058,0.10109330713748932,0.052269406616687775,0.19528520107269287,00:07
14,0.00015892347450527822,0.010063575445058,0.010063576512038708,0.10031738132238388,0.05098787322640419,0.20759093761444092,00:07
15,0.00014383756391788741,0.010124555639710285,0.01012455578893423,0.10062085092067719,0.050909750163555145,0.202789306640625,00:09
