epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,valid_EVS_score,time
0,0.02912407709646016,0.07403648573965949,0.07403649389743805,0.2720964848995209,0.21854618191719055,-1.513253927230835,0.10809659957885742,00:02
1,0.0025797916190207714,0.0339567050952125,0.033956706523895264,0.18427345156669617,0.10860303789377213,-0.15269935131072998,0.11484396457672119,00:02
2,0.0008522540685454233,0.03182698484806635,0.03182698041200638,0.1784011721611023,0.10907980054616928,-0.08040356636047363,0.1197558045387268,00:02
3,0.0006072071245034635,0.03267717590039437,0.03267718106508255,0.18076831102371216,0.10820867121219635,-0.10926425457000732,0.11973929405212402,00:02
4,0.000486800486995193,0.03333029010951919,0.033330291509628296,0.1825658529996872,0.10749555379152298,-0.13143503665924072,0.12129300832748413,00:02
5,0.0003908513558231896,0.03461870319662707,0.03461870551109314,0.18606102466583252,0.10750776529312134,-0.1751718521118164,0.12496846914291382,00:02
6,0.00031575010057233166,0.03541169207711005,0.03541169315576553,0.18817993998527527,0.10755834728479385,-0.20209050178527832,0.1276644468307495,00:02
7,0.0002686081935856293,0.03624944055983342,0.03624944016337395,0.19039286673069,0.10785570740699768,-0.2305290699005127,0.12975800037384033,00:02
8,0.00023109759102034883,0.03653212315969934,0.036532122641801834,0.1911337822675705,0.10791905224323273,-0.24012494087219238,0.13240623474121094,00:02
