epoch,train_loss,valid_loss,valid_mse,valid_mae,time
35,0.00017015557271336503,0.010687518304227381,0.010687519796192646,0.08861794322729111,00:06
36,0.00013938735061566802,0.011324878267222806,0.011324877850711346,0.09360718727111816,00:06
37,0.00017802726237560153,0.01170512312722922,0.011705121025443077,0.09468907862901688,00:05
38,0.00014931667657204793,0.009703219071238446,0.009703220799565315,0.08467735350131989,00:06
39,0.00015183247789522745,0.009976637538410625,0.009976636618375778,0.08634243160486221,00:06
40,0.0001417962765523028,0.009618153111189305,0.009618153795599937,0.08388317376375198,00:06
41,0.00014516467248445176,0.009564318460308465,0.009564319625496864,0.08404845744371414,00:05
42,0.00012642576960485516,0.01043592625278831,0.010435923933982849,0.08936217427253723,00:06
43,0.00012704773703593194,0.00998415308912312,0.0099841533228755,0.0870482474565506,00:06
44,0.0001180553962230793,0.009716989061952806,0.009716990403831005,0.0861978605389595,00:06
45,0.00013017299529343552,0.010245168620743308,0.010245169512927532,0.08930714428424835,00:05
46,0.0001164560015528501,0.00825943503370238,0.008259435184299946,0.07801803201436996,00:06
47,0.00011536232030985942,0.009777840209418204,0.009777841158211231,0.08720564842224121,00:06
48,0.0001013647935730426,0.00983414225081984,0.00983414612710476,0.08761518448591232,00:06
49,0.00010387420347917363,0.01032848742667603,0.010328488424420357,0.08976314961910248,00:06
50,9.219825047581473e-05,0.01039230501879016,0.010392305441200733,0.08780793845653534,00:04
51,8.409194219148353e-05,0.011211476813019596,0.011211475357413292,0.09490804374217987,00:06
52,8.182152532603966e-05,0.007809673885282961,0.007809673901647329,0.07403944432735443,00:06
53,9.739534061153216e-05,0.009368011755269239,0.00936801079660654,0.08249278366565704,00:06
54,9.321549854102566e-05,0.008498401108638429,0.008498402312397957,0.07735110819339752,00:05
55,8.895402335157212e-05,0.008449640639393576,0.00844964012503624,0.0778193473815918,00:06
56,8.700679431890705e-05,0.010049740139448772,0.010049739852547646,0.08890961110591888,00:06
57,8.391799522336856e-05,0.007998055201862172,0.007998055778443813,0.07671518623828888,00:06
58,8.985997905893582e-05,0.00798840961006732,0.00798841193318367,0.07666127383708954,00:04
59,0.00010043364666133326,0.00794548166169196,0.00794548261910677,0.07587175071239471,00:06
60,8.43855133380722e-05,0.005993775759742905,0.005993775557726622,0.06389962881803513,00:06
61,0.00010282112603210624,0.01029982294711919,0.010299822315573692,0.09270401298999786,00:06
62,8.653619538799627e-05,0.005573143759528309,0.005573143716901541,0.06009291857481003,00:06
63,9.083622333274903e-05,0.006269673234152078,0.0062696728855371475,0.06779841333627701,00:05
64,9.534415530823132e-05,0.008673497548571777,0.008673497475683689,0.0839647501707077,00:06
65,9.122447425918404e-05,0.008664653045526048,0.00866465363651514,0.08474573493003845,00:06
66,9.387091240219647e-05,0.0055018896103718445,0.005501889623701572,0.06373703479766846,00:06
67,8.767843778368837e-05,0.0040954184652688954,0.004095419310033321,0.0509265661239624,00:04
68,9.667857425302093e-05,0.006727580023970657,0.006727580446749926,0.06972448527812958,00:06
69,9.604860691245601e-05,0.008529309008427736,0.008529311046004295,0.08435840159654617,00:06
70,8.670119777646014e-05,0.00862166283155186,0.008621664717793465,0.08472947776317596,00:06
71,0.00010733988341702354,0.008995440433315632,0.008995437063276768,0.08606904745101929,00:06
72,0.00011108975588416859,0.010390595038165577,0.010390592738986015,0.09345973283052444,00:06
73,9.808394558653673e-05,0.008835757052435916,0.008835756219923496,0.08496421575546265,00:06
74,8.834640469432194e-05,0.0062449988642754774,0.006244998425245285,0.06771483272314072,00:06
75,8.278823779280317e-05,0.009317983669952684,0.00931798480451107,0.08863762021064758,00:06
76,8.975678022653883e-05,0.007967732784569324,0.007967731915414333,0.0803924947977066,00:05
77,9.826181591451768e-05,0.007257303212009762,0.00725730461999774,0.07402443140745163,00:06
78,8.462108514087187e-05,0.008635516462622858,0.00863551627844572,0.08347518742084503,00:06
79,8.163981674361279e-05,0.008000435234677146,0.00800043623894453,0.07966241985559464,00:06
80,0.0001494640791596379,0.011391728286933678,0.011391728185117245,0.09770819544792175,00:05
81,8.489286078937637e-05,0.0070264284122410585,0.00702643021941185,0.07030702382326126,00:06
82,8.088404657107589e-05,0.007753602319530727,0.007753603160381317,0.07706364244222641,00:06
83,0.00011257030934578888,0.007491750849012815,0.007491750176995993,0.0735885426402092,00:06
84,9.482802497757422e-05,0.008038115215342171,0.008038115687668324,0.07700981944799423,00:05
85,8.7917907414728e-05,0.009567607384998896,0.009567607194185257,0.0867316946387291,00:06
86,0.00010004771060232462,0.008376977614896423,0.00837697833776474,0.07958827912807465,00:06
87,9.687098058675268e-05,0.012110002860277157,0.012110003270208836,0.10144563764333725,00:06
88,9.593108483785845e-05,0.007642787675690844,0.007642787415534258,0.07465597242116928,00:05
89,0.00011011049887848431,0.008665194849169599,0.008665192872285843,0.08123592287302017,00:06
90,0.00010296470738633432,0.009441118073656567,0.009441117756068707,0.08658663928508759,00:06
91,9.542080124956129e-05,0.009258073941168102,0.009258073754608631,0.08447355777025223,00:07
92,9.884123914609318e-05,0.010539854971933717,0.010539855808019638,0.0921720340847969,00:05
93,9.767207790602771e-05,0.008774816688590105,0.008774817921221256,0.08085112273693085,00:06
