epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,valid_EVS_score,time
0,0.3109105932634866,0.18209641755448622,0.18209634721279144,0.4267275035381317,0.4179230034351349,-5.329410552978516,0.7413098812103271,00:00
1,0.008370618661359805,0.07015687315102606,0.07015687227249146,0.26487141847610474,0.24659918248653412,-1.4385528564453125,0.649517297744751,00:00
2,0.0030054742922220085,0.07572609528301004,0.07572608441114426,0.2751837372779846,0.2593149244785309,-1.6321306228637695,0.6798332929611206,00:00
3,0.0021251779289715193,0.07766816886047034,0.07766818255186081,0.2786901295185089,0.2636672556400299,-1.6996352672576904,0.6910113096237183,00:00
4,0.0020200051232406317,0.07461628671032429,0.07461629807949066,0.27315983176231384,0.25805047154426575,-1.5935564041137695,0.6916416883468628,00:00
5,0.0019262200589632314,0.07325644244542016,0.07325641810894012,0.2706592082977295,0.2558217942714691,-1.5462887287139893,0.696402907371521,00:00
6,0.0018234848199246327,0.07145268352821675,0.07145268470048904,0.2673063576221466,0.25270983576774597,-1.483593463897705,0.7008359432220459,00:00
7,0.0017123992334320268,0.06959213156268723,0.06959214061498642,0.2638032138347626,0.24948427081108093,-1.4189236164093018,0.7055485248565674,00:00
8,0.0015950880389037467,0.06757860040864665,0.06757860630750656,0.2599588632583618,0.24595466256141663,-1.348935842514038,0.7104503512382507,00:00
9,0.0014693017803526374,0.06532779645605527,0.06532778590917587,0.2555930018424988,0.24187612533569336,-1.2707009315490723,0.7149032950401306,00:00
10,0.0013397878360955461,0.06301158358766477,0.06301159411668777,0.2510211169719696,0.237615168094635,-1.1901929378509521,0.7194647789001465,00:00
11,0.001206958751416051,0.06030095342106988,0.060300957411527634,0.24556253850460052,0.23238492012023926,-1.0959751605987549,0.7230411767959595,00:00
12,0.0010730237912475675,0.05836401791398292,0.05836401879787445,0.24158646166324615,0.2287740707397461,-1.0286502838134766,0.7278614044189453,00:00
13,0.0009418353578648992,0.05591701281292129,0.05591703578829765,0.23646783828735352,0.22390510141849518,-0.943596363067627,0.731514573097229,00:00
14,0.0008157474592403603,0.05385566651999701,0.05385565385222435,0.23206821084022522,0.21979932487010956,-0.8719457387924194,0.7354158163070679,00:00
15,0.0006960964824391999,0.05115297202081149,0.051152974367141724,0.22617024183273315,0.2140200436115265,-0.77800452709198,0.7377384901046753,00:00
16,0.0005871071839660601,0.049107281300320174,0.049107279628515244,0.22160162031650543,0.20968802273273468,-0.7068991661071777,0.7409509420394897,00:00
17,0.0004884076584602594,0.046303478352962106,0.046303462237119675,0.21518239378929138,0.2032887190580368,-0.6094424724578857,0.7425048351287842,00:00
18,0.00040367259053887013,0.04386331913641215,0.04386332258582115,0.20943571627140045,0.19762687385082245,-0.5246264934539795,0.7446165084838867,00:00
19,0.0003306912650758162,0.041673568625018725,0.041673559695482254,0.2041410207748413,0.19244793057441711,-0.44851362705230713,0.7469250559806824,00:00
20,0.00026990276242752685,0.039234813692471164,0.039234817028045654,0.19807779788970947,0.1864539235830307,-0.36374616622924805,0.7492315769195557,00:00
