epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,time
0,0.065932078829902,0.2547474574375819,0.2547474503517151,0.5047250986099243,0.4902138411998749,-17.118452072143555,00:04
1,0.01913964767578911,0.06715865902133755,0.06715866923332214,0.2591499090194702,0.2233760952949524,-3.7765378952026367,00:04
2,0.004985663433965662,0.061632943320107623,0.06163294240832329,0.24825982749462128,0.21237735450267792,-3.3835315704345703,00:03
3,0.0037110508352086163,0.04410033125977416,0.044100333005189896,0.21000079810619354,0.1707894504070282,-2.136556386947632,00:04
4,0.002169057750855475,0.03145507665780874,0.03145507350564003,0.1773557811975479,0.139810249209404,-1.237185001373291,00:04
5,0.0013565452778396974,0.019731766694075576,0.01973176747560501,0.14046981930732727,0.10983171314001083,-0.4033862352371216,00:04
6,0.0010335810134568268,0.015072045626340213,0.015072045847773552,0.12276826053857803,0.09644261747598648,-0.07197189331054688,00:04
7,0.0008345578411735006,0.010719070067772498,0.010719070211052895,0.10353294759988785,0.08126694709062576,0.23762547969818115,00:04
8,0.0006721254900073851,0.0077217575553413876,0.0077217575162649155,0.08787353336811066,0.06853353977203369,0.4508039951324463,00:03
9,0.000540040253441115,0.0037396816940574377,0.003739681327715516,0.06115293130278587,0.046208467334508896,0.7340219020843506,00:04
10,0.0004353464225640044,0.001619244163686579,0.0016192441107705235,0.040239833295345306,0.03069198690354824,0.8848342299461365,00:04
11,0.0003597203180217896,0.0014051024938796783,0.0014051024336367846,0.03748469427227974,0.02782866545021534,0.9000646471977234,00:04
12,0.0002826048172230498,0.0010465769084183486,0.0010465768864378333,0.03235084190964699,0.02398575469851494,0.9255641102790833,00:04
13,0.00023104072864888755,0.0015959023804097742,0.0015959024894982576,0.03994874656200409,0.026925140991806984,0.8864943385124207,00:04
14,0.0001882832383380036,0.0020244548787603845,0.002024454763159156,0.044993940740823746,0.028711048886179924,0.8560143113136292,00:03
15,0.00016843351189065094,0.0024412960022479504,0.002441295888274908,0.049409471452236176,0.030506974086165428,0.8263672590255737,00:04
16,0.00015383592886241353,0.0028658140372563074,0.0028658146038651466,0.05353330448269844,0.03256170079112053,0.796174168586731,00:04
17,0.00014603437912828873,0.002735945519867477,0.0027359460946172476,0.052306272089481354,0.03198692947626114,0.8054108023643494,00:04
18,0.00014147635147383438,0.0032900388424213114,0.0032900383230298758,0.05735885724425316,0.03444307669997215,0.7660019993782043,00:04
19,0.00012967536366888097,0.003195363950062465,0.003195364261046052,0.056527554988861084,0.03368827700614929,0.7727355360984802,00:04
20,0.00012564252396136667,0.003130932162691663,0.003130932105705142,0.05595473200082779,0.03429536521434784,0.7773181200027466,00:03
21,0.00013824317142391358,0.003533494639229941,0.003533494658768177,0.05944320559501648,0.035036198794841766,0.7486865520477295,00:04
22,0.00011811415018474806,0.00335761112766666,0.003357610898092389,0.0579448938369751,0.03452416881918907,0.7611960172653198,00:04
23,0.00012383631606032884,0.003956344161000285,0.003956344909965992,0.06289948523044586,0.03859258070588112,0.7186120748519897,00:04
24,0.00011677255377101437,0.004249673623305101,0.004249673802405596,0.06518952548503876,0.04144567623734474,0.697749674320221,00:04
25,0.0001084142860966988,0.003391797100747382,0.003391797188669443,0.05823913961648941,0.03441610932350159,0.7587645649909973,00:04
26,0.00012077754678357626,0.0035996899738178385,0.0035996895749121904,0.05999741330742836,0.03540094941854477,0.7439785599708557,00:03
27,0.00011597259417056269,0.004093048455831888,0.004093048628419638,0.06397693604230881,0.04084272310137749,0.708889365196228,00:04
28,0.00010839150243719227,0.003129492272863855,0.003129492048174143,0.0559418648481369,0.033912692219018936,0.7774205207824707,00:04
29,0.00010384667226849739,0.003361339544082855,0.003361339680850506,0.057977061718702316,0.03411557152867317,0.7609308362007141,00:06
30,0.00010605037644289541,0.0031393407941698193,0.003139340551570058,0.05602981895208359,0.033269647508859634,0.7767201066017151,00:06
31,0.00011181635797119755,0.0033328960408697595,0.003332895925268531,0.05773124098777771,0.033987440168857574,0.7629538178443909,00:05
32,0.00011781541909572582,0.004546050841991718,0.004546050447970629,0.06742440909147263,0.0459715910255909,0.6766704320907593,00:06
33,0.00010461771737742155,0.002888882076823628,0.0028888822998851538,0.053748324513435364,0.03318329527974129,0.7945334911346436,00:06
34,9.530390374326476e-05,0.00293466907281142,0.002934669144451618,0.054172586649656296,0.03271842375397682,0.7912769913673401,00:06
35,0.00010077934862142984,0.003645106629058198,0.0036451066844165325,0.06037471815943718,0.03744760900735855,0.740748405456543,00:06
36,0.00010668169617077003,0.0032393924006215344,0.003239392302930355,0.056915659457445145,0.03406206890940666,0.7696040868759155,00:04
37,0.00011845126196190163,0.0030270489779385653,0.003027049358934164,0.055018629878759384,0.032947901636362076,0.7847065925598145,00:04
38,0.0001004816013449824,0.0030676647499724703,0.0030676645692437887,0.0553865022957325,0.03334192931652069,0.7818179130554199,00:04
