epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,valid_EVS_score,time
0,0.0009613517828113076,0.014750262120540395,0.014750261791050434,0.12145065516233444,0.10852140188217163,0.49928539991378784,0.5073033571243286,00:02
1,0.0005730802145464091,0.014566007305083088,0.014566006138920784,0.12068970501422882,0.10288107395172119,0.505540132522583,0.5057917833328247,00:02
2,0.0004259130995051146,0.01530997202243238,0.015309971757233143,0.12373346835374832,0.10052739083766937,0.4802854061126709,0.4826086163520813,00:02
3,0.0003699962243335129,0.01645673384259554,0.016456736251711845,0.1282838135957718,0.09825640916824341,0.44135719537734985,0.45484012365341187,00:02
4,0.0003376528107530263,0.0175229892749,0.017522988840937614,0.13237442076206207,0.09714635461568832,0.40516197681427,0.4334138035774231,00:02
5,0.0003116028414865397,0.018230738141506997,0.0182307381182909,0.13502125442028046,0.09812057018280029,0.3811366558074951,0.41391175985336304,00:02
6,0.00029005320578272373,0.019109179166682273,0.019109178334474564,0.13823595643043518,0.09863615036010742,0.3513169288635254,0.3928230404853821,00:02
7,0.0002686771961324425,0.02024717687531834,0.02024717442691326,0.1422925740480423,0.09717416763305664,0.31268638372421265,0.3766331076622009,00:02
8,0.0002498799289997175,0.02119690848448361,0.021196911111474037,0.1455915868282318,0.09743215888738632,0.2804465889930725,0.35782569646835327,00:02
9,0.000230902601348361,0.022275006668222488,0.022275006398558617,0.1492481380701065,0.09775244444608688,0.24384921789169312,0.33978551626205444,00:02
10,0.0002146348403854227,0.02365743942480188,0.023657439276576042,0.15380975604057312,0.09809701889753342,0.1969209909439087,0.31832391023635864,00:02
11,0.00020103151528030614,0.02478347551559785,0.024783475324511528,0.15742768347263336,0.09844028204679489,0.15869635343551636,0.30119723081588745,00:02
12,0.0001872671941853943,0.025963729317099112,0.02596372924745083,0.16113264858722687,0.0991048514842987,0.11863136291503906,0.28135961294174194,00:02
13,0.00017613574871810884,0.02757937796163879,0.027579376474022865,0.16607040166854858,0.09902777522802353,0.06378638744354248,0.2656431198120117,00:02
14,0.00016504988195602043,0.028558116631219852,0.028558116406202316,0.16899146139621735,0.09969644993543625,0.030561864376068115,0.25202620029449463,00:02
15,0.0001545683622509521,0.029134055454916145,0.029134053736925125,0.1706870049238205,0.10020208358764648,0.011011004447937012,0.24383312463760376,00:02
16,0.00014541334260905915,0.029288976784520502,0.02928897924721241,0.17114023864269257,0.10045110434293747,0.005751967430114746,0.24045968055725098,00:02
17,0.00013788963155441904,0.030493364123804344,0.030493363738059998,0.1746234893798828,0.1015884205698967,-0.03513228893280029,0.23367178440093994,00:02
18,0.00013138352145085726,0.030176338276264196,0.03017633967101574,0.17371338605880737,0.10140535980463028,-0.024370551109313965,0.23148059844970703,00:02
19,0.00012412238434544935,0.03167898702941485,0.03167898207902908,0.17798590660095215,0.10337794572114944,-0.07537961006164551,0.22028255462646484,00:03
20,0.00011591011834428246,0.0315138102720705,0.03151381015777588,0.17752128839492798,0.10323850065469742,-0.06977236270904541,0.22061359882354736,00:03
21,0.00010847525814584291,0.03227197678182864,0.03227197751402855,0.17964403331279755,0.10430985689163208,-0.09550940990447998,0.2199663519859314,00:03
22,0.00010271479953581942,0.03282573330550957,0.032825734466314316,0.1811787337064743,0.1052197813987732,-0.11430728435516357,0.2172466516494751,00:02
23,9.663516309161297e-05,0.03182684220837952,0.031826842576265335,0.17840078473091125,0.1036849170923233,-0.0803987979888916,0.21312248706817627,00:02
24,9.169111269746039e-05,0.032441271802951595,0.03244127333164215,0.18011461198329926,0.10447512567043304,-0.10125613212585449,0.21318024396896362,00:02
25,8.452800787756722e-05,0.03384860249973783,0.033848606050014496,0.18397991359233856,0.10664793103933334,-0.14902973175048828,0.20399129390716553,00:02
26,7.956315370821251e-05,0.034394985648838236,0.03439498692750931,0.18545885384082794,0.1074056550860405,-0.16757726669311523,0.1964588165283203,00:02
27,7.3791677383012e-05,0.03373268032348282,0.03373268246650696,0.18366459012031555,0.10599794238805771,-0.14509451389312744,0.18932652473449707,00:02
