epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,time
0,0.0029289631264951474,0.002643609364022176,0.17823724448680878,0.42218154668807983,0.4036715626716614,-13.034455299377441,00:07
1,0.0010409621440245864,0.001213829074953839,0.05024169385433197,0.22414658963680267,0.1983368843793869,-2.9560465812683105,00:07
2,0.0007518256832181864,0.0006647185482051721,0.0181434229016304,0.13469752669334412,0.11244718730449677,-0.42861878871917725,00:07
3,0.0006814825167270411,0.0006520234005899652,0.01770630106329918,0.13306502997875214,0.11031054705381393,-0.3941996097564697,00:04
4,0.0006322588762215431,0.0006263185106099898,0.017429333180189133,0.13202020525932312,0.10568123310804367,-0.37239110469818115,00:07
5,0.0005360533040526116,0.0005852366414834156,0.018573379144072533,0.13628418743610382,0.0975496917963028,-0.4624735116958618,00:07
6,0.0003299888549255476,0.00048770324726358404,0.01685912348330021,0.12984268367290497,0.08044920861721039,-0.32749247550964355,00:05
7,0.00016275513214741307,0.0003892206707810057,0.013437394052743912,0.11591976881027222,0.06401997804641724,-0.05806446075439453,00:07
8,0.00012913669277250222,0.0003463727073476162,0.011757872067391872,0.10843372344970703,0.05697506666183472,0.07418161630630493,00:07
9,0.00011919601515390988,0.000336678742305473,0.010786602273583412,0.1038585677742958,0.055669840425252914,0.15065956115722656,00:07
10,0.00011094549242680676,0.0003203596020892423,0.009661393240094185,0.09829238802194595,0.053225014358758926,0.2392590045928955,00:04
11,0.00010798282529904884,0.00030841081485180556,0.0084405317902565,0.09187236428260803,0.05162918567657471,0.33538997173309326,00:07
12,0.00010488898378366892,0.0002794509790153576,0.007805881090462208,0.08835089951753616,0.046636905521154404,0.38536250591278076,00:08
13,0.00010192843835095462,0.00028912863677026655,0.007260696962475777,0.08520971983671188,0.04868098348379135,0.42829054594039917,00:07
14,0.00010145246880039014,0.0002943685229931397,0.0070137400180101395,0.08374807238578796,0.049767713993787766,0.44773584604263306,00:04
15,9.806824689569558e-05,0.0002739980222304612,0.006548964884132147,0.08092567324638367,0.04626840353012085,0.48433244228363037,00:07
16,9.52356341529716e-05,0.00027630437092361306,0.0064290729351341724,0.08018150180578232,0.04675476625561714,0.4937727451324463,00:07
17,9.417581987298953e-05,0.0002549769306122464,0.005736366845667362,0.0757388025522232,0.04319961741566658,0.5483168363571167,00:08
18,9.008336196552118e-05,0.0002633917550635987,0.005906286183744669,0.07685236632823944,0.04465779662132263,0.5349371433258057,00:04
19,8.699830694931816e-05,0.00023046875770066342,0.005131775047630072,0.07163640856742859,0.03902914375066757,0.5959224104881287,00:07
20,8.212639822662705e-05,0.00022742020094825016,0.005000865086913109,0.07071679085493088,0.03854195401072502,0.6062302589416504,00:07
21,7.952497925757731e-05,0.00022807424773590106,0.005099869798868895,0.07141337543725967,0.038609378039836884,0.5984346866607666,00:05
22,7.437609862725981e-05,0.0002294834880152407,0.005109331104904413,0.07147958129644394,0.038862477988004684,0.597689688205719,00:07
23,7.433254472379948e-05,0.0002352584382263145,0.005042698234319687,0.07101196050643921,0.03995729237794876,0.6029363870620728,00:08
24,7.443629482269792e-05,0.00022042522406260978,0.004869268275797367,0.0697801411151886,0.037333786487579346,0.616592288017273,00:07
25,6.989649052939844e-05,0.00022448058593416606,0.004747757222503424,0.06890396773815155,0.03814210370182991,0.6261601448059082,00:05
26,7.069483152911732e-05,0.00022007040844603836,0.004932425916194916,0.07023123651742935,0.03723682090640068,0.6116192936897278,00:08
27,6.756591500310934e-05,0.00022003333956626038,0.0048813410103321075,0.0698665902018547,0.037256818264722824,0.615641713142395,00:08
28,6.617550277609003e-05,0.00021537155045067835,0.004764921497553587,0.06902841478586197,0.03646531701087952,0.6248085498809814,00:07
